"","#","Name","GP","GS","MIN","MPG","PPG","FGM","FGA","FG%","FTM","FTA","FT%","3PM","3PA","3P%","PTS","High","RPG","OFF","DEF","REB","AST","APG","TO","TOPG","STL","SPG","BLK","BLKPG","PF","PFPG","TF"
"2806",5,"PJ Washington",16,NA,NA,NA,15.9,89,139,0.64,37,60,0.617,8,20,0.4,255,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",3,"Carlos Johnson",13,NA,NA,NA,15,63,119,0.529,27,39,0.692,15,30,0.5,195,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",12,"Tristan Clark",13,NA,NA,NA,12.5,65,83,0.783,22,29,0.759,0,0,0,163,23,6.1,24,55,79,9,0.7,6,0.5,9,0.7,21,1.6,25,1.9,0
"2809",4,"Skylar Mays",14,NA,NA,NA,11.3,61,84,0.726,29,38,0.763,7,20,0.35,158,18,2.6,5,32,37,86,6.1,18,1.3,42,3,4,0.3,9,0.6,0
"2810",24,"Lamine Diane",13,NA,NA,NA,8.8,48,74,0.649,16,18,0.889,2,15,0.133,114,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811",11,"O'Shae Brissett",10,NA,NA,NA,10.3,37,64,0.578,25,45,0.556,4,9,0.444,103,16,5.5,23,32,55,7,0.7,5,0.5,10,1,14,1.4,26,2.6,0
"2812",22,"Donnie Tillman",6,NA,NA,NA,16.8,40,65,0.615,19,28,0.679,0,0,0,101,25,10.7,27,37,64,14,2.3,6,1,5,0.8,2,0.3,12,2,0
"2813",1,"De'Von  Cooper",11,NA,NA,NA,7,29,66,0.439,11,18,0.611,8,28,0.286,77,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814",2,"Shakwon Barrett",12,NA,NA,NA,3,14,38,0.368,7,13,0.538,1,10,0.1,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",35,"Tadas Kararinas",10,NA,NA,NA,1.9,10,23,0.435,1,2,0.5,0,0,0,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",15,"Spencer Washington",7,NA,NA,NA,1.9,3,18,0.167,4,10,0.4,3,15,0.2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",5,"PJ Washington",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,31,88,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",0,"Markus Howard",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5,39,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819",3,"Carlos Johnson",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,21,31,51,22,1.8,15,1.2,20,1.7,3,0.2,23,1.9,1
"2820",2,"Shakwon Barrett",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,27,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",24,"Lamine Diane",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,21,21,42,10,0.9,11,1,12,1.1,8,0.7,11,1,0
"2822",1,"De'Von  Cooper",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,4,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",35,"Tadas Kararinas",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,14,24,0,0,3,0.4,4,0.5,8,1,10,1.2,0
"2824",15,"Spencer Washington",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",5,"PJ Washington",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,4.6,29,2.1,19,1.4,22,1.6,35,2.5,0
"2826",2,"Shakwon Barrett",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3.2,12,0.9,12,0.9,3,0.2,9,0.7,0
"2827",1,"De'Von  Cooper",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.6,13,1.1,16,1.3,3,0.2,6,0.5,0
"2828",15,"Spencer Washington",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,1,0.2,0,0,1,0.2,2,0.5,0
"2829",3,"Carlos Johnson",1,NA,NA,NA,29,0,0,0,0,0,0,0,0,0,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830",5,"PJ Washington",1,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",1,"Jashaun Agosto",4,3,68,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",10,"Alphonso Anderson",3,2,61,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,18,24,2,0.7,6,2,3,1,2,0.7,7,2.3,0
"2833",33,"J'Raan Brooks",3,1,53,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3,13,16,1,0.3,1,0.3,1,0.3,2,0.7,6,2,0
"2834",3,"Terrell Brown",3,3,75,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",5,"Jaylen Nowell",3,3,64,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,6,3,1,9,3,5,1.7,2,0.7,11,3.7,0
"2836",35,"PJ Fuller",3,0,31,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",11,"O'Landa Baker",3,1,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,1.3,0,0,3,1,0
"2838",NA,"Jelani Howard",2,0,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",2,"Daejon Davis",2,2,48,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,11,18,5,2.5,4,2,4,2,2,1,5,2.5,0
"2840",24,"Jamon Kemp",2,0,7,3.5,1,1,2,0.5,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",4,"DJ White",1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",34,"Dawit Nuguse",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
"2843",5,"Jaylen Nowell",13,NA,NA,NA,15.5,18,32,0.562,9,10,0.9,6,9,0.667,201,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",1,"Jashaun Agosto",14,NA,NA,NA,11.9,11,24,0.458,11,13,0.846,4,12,0.333,167,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",3,"Terrell Brown",10,NA,NA,NA,12.9,12,22,0.545,10,10,1,0,3,0,129,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",10,"Alphonso Anderson",8,NA,NA,NA,14,17,34,0.5,8,15,0.533,0,3,0,112,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",33,"J'Raan Brooks",9,NA,NA,NA,9.4,8,11,0.727,11,18,0.611,0,0,0,85,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",2,"Daejon Davis",6,NA,NA,NA,14,14,19,0.737,10,12,0.833,3,6,0.5,84,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",35,"PJ Fuller",5,NA,NA,NA,11,5,7,0.714,4,7,0.571,4,5,0.8,55,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",11,"O'Landa Baker",5,NA,NA,NA,3.8,2,8,0.25,0,0,0,0,4,0,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",34,"Dawit Nuguse",3,NA,NA,NA,3,0,1,0,0,0,0,0,0,0,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",13,"Curtis Walker",3,NA,NA,NA,2.3,0,0,0,0,0,0,0,0,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",44,"Quinton Richardson-Daigle",2,NA,NA,NA,3.5,0,0,0,0,0,0,0,0,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",NA,"Jelani Howard",3,NA,NA,NA,1.3,0,0,0,0,2,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",1,"Jashaun Agosto",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3,3,45,84,7,7,0.6,44,3.7,0,0,9,0.8,0
"2856",3,"Terrell Brown",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",35,"PJ Fuller",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,2,3,2,1,2,1,0,0,0,0,5,2.5,0
"2858",NA,"Jelani Howard",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"2859",11,"O'Landa Baker",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",24,"Jamon Kemp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0
"2861",3,"Terrell Brown",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5.2,7,1.4,19,3.8,0,0,8,1.6,0
"2862",3,"Terrell Brown",1,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",5,"Jaylen Nowell",1,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",33,"J'Raan Brooks",1,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",NA,"JP Moorman",4,2,56,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",NA,"John Newman",4,2,77,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",NA,"Will Dillard",4,2,50,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",NA,"Travon Mayo",4,3,69,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",NA,"Jordan Perkins",3,2,53,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",NA,"Alex Michael",3,0,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",NA,"Solomon Smith",3,1,32,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",NA,"Pearce Landry",2,0,7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",NA,"Will Hemphill",2,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",NA,"Jerome Thompson",2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",NA,"Tristan Perry",2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",NA,"Adam Calhoun",1,0,1,1,4,0,0,0,0,0,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",NA,"Matthew Hudson",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0
"2878",NA,"JP Moorman",20,NA,NA,NA,14,14,32,0.438,2,3,0.667,2,9,0.222,280,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",NA,"Travon Mayo",21,NA,NA,NA,11.3,18,28,0.643,14,21,0.667,1,1,1,237,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",NA,"John Newman",21,NA,NA,NA,10.1,16,31,0.516,2,7,0.286,0,0,0,212,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",NA,"Solomon Smith",19,NA,NA,NA,8.7,13,18,0.722,2,2,1,0,0,0,166,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",NA,"Jordan Perkins",19,NA,NA,NA,7.4,8,17,0.471,1,2,0.5,4,8,0.5,140,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",NA,"Will Dillard",19,NA,NA,NA,6.1,5,21,0.238,0,0,0,0,3,0,116,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",NA,"Alex Michael",15,NA,NA,NA,3.4,2,11,0.182,1,2,0.5,0,2,0,51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",NA,"Pearce Landry",8,NA,NA,NA,5.8,1,7,0.143,0,0,0,1,3,0.333,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",NA,"Tristan Perry",8,NA,NA,NA,4.6,1,2,0.5,2,2,1,1,1,1,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",NA,"Jerome Thompson",7,NA,NA,NA,3.6,2,2,1,0,0,0,0,0,0,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",NA,"Matthew Hudson",5,NA,NA,NA,2.4,0,0,0,0,0,0,0,0,0,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",NA,"Will Hemphill",4,NA,NA,NA,2.5,0,0,0,0,0,0,0,0,0,10,3,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",NA,"__ Stark",1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,2,2,0,0,0,0,0,0,0,0,0
"2891",NA,"John Newman",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1,10,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",NA,"JP Moorman",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,8,5,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",NA,"Travon Mayo",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,11,6,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",NA,"Will Dillard",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,6,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",NA,"Jordan Perkins",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1,10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",NA,"Solomon Smith",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1,4,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",NA,"Alex Michael",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",NA,"Jerome Thompson",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",NA,"Tristan Perry",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",NA,"Adam Calhoun",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",NA,"Matthew Hudson",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",NA,"__ Lovelace",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",NA,"Pearce Landry",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",NA,"Jordan Perkins",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2.9,5,0.4,4,0.3,0,0,4,0.3,0
"2905",NA,"JP Moorman",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3.2,1,0.1,8,0.7,2,0.2,3,0.3,0
"2906",NA,"Will Dillard",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2.5,4,0.3,6,0.5,0,0,3,0.2,0
"2907",NA,"John Newman",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2.5,4,0.4,8,0.7,2,0.2,2,0.2,0
"2908",NA,"Alex Michael",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.3,3,0.3,2,0.2,0,0,2,0.2,0
"2909",NA,"Travon Mayo",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.1,5,0.5,4,0.4,2,0.2,6,0.6,0
"2910",NA,"Solomon Smith",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,2,0.2,2,0.2,0,0,2,0.2,0
"2911",NA,"Pearce Landry",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.2,2,0.4,2,0.4,0,0,1,0.2,0
"2912",NA,"Will Hemphill",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0
"2913",NA,"Tristan Perry",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,0,0,0,0,0,0,0
"2914",NA,"JP Moorman",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",NA,"JP Moorman",6,NA,NA,NA,14.8,0,0,0,0,0,0,0,0,0,89,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",NA,"John Newman",6,NA,NA,NA,13.3,0,0,0,0,0,0,0,0,0,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",NA,"Solomon Smith",6,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",NA,"Travon Mayo",6,NA,NA,NA,7.7,0,0,0,0,0,0,0,0,0,46,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919",NA,"Jordan Perkins",6,NA,NA,NA,7.5,0,0,0,0,0,0,0,0,0,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",NA,"Will Dillard",6,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921",NA,"Alex Michael",3,NA,NA,NA,2.7,0,0,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",NA,"Jerome Thompson",1,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",NA,"Matthew Hudson",1,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",NA,"Pearce Landry",1,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",NA,"JP Moorman",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",NA,"John Newman",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",NA,"Will Dillard",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",NA,"Jordan Perkins",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929",NA,"Travon Mayo",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",NA,"Solomon Smith",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",NA,"Alex Michael",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",NA,"Jerome Thompson",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",NA,"JP Moorman",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,0,0,2,1,0,0,0,0,0
"2934",NA,"John Newman",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,0,2,1,0,0,0,0,0
"2935",NA,"Jordan Perkins",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7,0,0,1,0.3,0,0,0,0,0
"2936",NA,"Pearce Landry",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0
"2937",NA,"Alex Michael",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0
"2938",NA,"Travon Mayo",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,0,2,1,0,0,0,0,0
"2939",NA,"Will Dillard",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0
"2940",NA,"Solomon Smith",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0
"2941",NA,"Spencer Freedman",1,1,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942",NA,"Justice Sueing",1,1,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,4,3,3,1,1,0,0,0,0,1,1,0
